,breed,summary,image,conservation_status,kingdom,phylum,order,family,binomial_name
197,American woodcock,"The American woodcock (Scolopax minor), sometimes colloquially referred to as the timberdoodle, the bogsucker and hokumpoke. This bird is a small chunky shorebird species found primarily in the eastern half of North America. Woodcocks spend most of their time on the ground in brushy, young-forest habitats, where the birds' brown, black, and gray plumage provides excellent camouflage.
Because of the male woodcock's unique, beautiful courtship flights, the bird is welcomed as a harbinger of spring in northern areas. It is also a popular game bird, with about 540,000 killed annually by some 133,000 hunters in the U.S.The American woodcock is the only species of woodcock inhabiting North America. Although classified with the sandpipers and shorebirds in Family Scolopacidae, the American woodcock lives mainly in upland settings. Its many folk names include timberdoodle, bogsucker, night partridge, brush snipe, hokumpoke, becasse, twitterpate, little gomer, fiddle squeak, worm sabre, wafflebird, whipperwon't, bumblebee chicken, billdad, mud needle, prairie turtle, and crazy straw.The population of the American woodcock has fallen by an average of slightly more than 1% annually since the 1960s. Most authorities attribute this decline to a loss of habitat caused by forest maturation and urban development.
In 2008 wildlife biologists and conservationists released an American Woodcock Conservation Plan presenting figures for the acreage of early successional habitat that must be created and maintained in the U.S. and Canada to stabilize the woodcock population at current levels, and to return it to 1970s densities.",https://upload.wikimedia.org/wikipedia/commons/0/0c/American_Woodcock_Scolopax_minor.jpg,Least Concern,Animalia,Chordata,Charadriiformes,Scolopacidae,Scolopax minor
198,Common snipe,"The common snipe (Gallinago gallinago) is a small, stocky wader native to the Old World. The scientific name gallinago is New Latin for a woodcock or snipe from Latin gallina, ""hen"" and the suffix -ago, ""resembling"".The breeding habitat is marshes, bogs, tundra and wet meadows throughout northern Europe and northern Asia. It is migratory, with European birds wintering in southern and western Europe and Africa (south to the Equator), and Asian migrants moving to tropical southern Asia. The North American Wilson's snipe was previously considered the same species, and is listed as such in older field guides.

",https://upload.wikimedia.org/wikipedia/commons/d/d5/Gallinago_gallinago_a1.JPG,Least Concern,Animalia,Chordata,Charadriiformes,Scolopacidae,Gallinago gallinago
199,Wilson's snipe,"Wilson's snipe (Gallinago delicata) is a small, stocky shorebird.[1] The genus name gallinago is New Latin for a woodcock or snipe from Latin gallina, ""hen"" and the suffix -ago, ""resembling"". The specific delicata is Latin for ""dainty"".This species was considered to be a subspecies of the common snipe (G. gallinago) until 2003 when it was given its own species status, though not all authorities recognized this immediately. Wilson's snipe differs from the latter species in having a narrower white trailing edge to the wings, and eight pairs of tail feathers instead of the typical seven of the common snipe. Its common name commemorates the American ornithologist Alexander Wilson.",https://upload.wikimedia.org/wikipedia/commons/6/6e/Common_snipe_fencepost.jpg,Least Concern,Animalia,Chordata,Charadriiformes,Scolopacidae,Gallinago delicata
200,Terek sandpiper,"The Terek sandpiper (Xenus cinereus) is a small migratory Palearctic wader species, the only member of the genus Xenus. It is named after the Terek River which flows into the west of the Caspian Sea, as it was first observed around this area. The genus name Xenus is from Ancient Greek xenos stranger, and cinereus is Latin for ""ash-grey"" from cinis, cineris, ""ashes"".

",https://upload.wikimedia.org/wikipedia/commons/1/17/Xenus_cinereus_%28Alnus%29.jpg,Least Concern,Animalia,Chordata,Charadriiformes,Scolopacidae,Xenus cinereus
201,Spotted sandpiper,"The spotted sandpiper (Actitis macularius) is a small shorebird, 18–20 cm (7.1–7.9 in) long. The genus name Actitis is from Ancient Greek aktites, ""coast-dweller"", derived from akte, ""coast"", and macularius is Latin from macula, ""spot"".",https://upload.wikimedia.org/wikipedia/commons/4/46/Actitis-macularia-005.jpg,Least Concern,Animalia,Chordata,Charadriiformes,Scolopacidae,Actitis macularius
202,Solitary sandpiper,"The solitary sandpiper (Tringa solitaria) is a small shorebird. The genus name Tringa is the New Latin name given to the green sandpiper by Aldrovandus in 1599 based on Ancient Greek trungas, a thrush-sized, white-rumped, tail-bobbing wading bird mentioned by Aristotle. The specific solitaria is Latin for ""solitary"" from solus, ""alone"".",https://upload.wikimedia.org/wikipedia/en/f/f0/Solitarysandpiper.jpg,Least Concern,Animalia,Chordata,Charadriiformes,Scolopacidae,Tringa solitaria
203,Wandering tattler,"The wandering tattler (Tringa incana) (formerly Heteroscelus incanus: Pereira & Baker, 2005; Banks et al., 2006), is a medium-sized wading bird. It is similar in appearance to the closely related gray-tailed tattler, T. brevipes. The tattlers are unique among the species of Tringa for having unpatterned, greyish wings and backs, and a scaly breast pattern extending more or less onto the belly in breeding plumage, in which both also have a rather prominent supercilium.

These birds have stocky bodies with gray upperparts, underwings, face and neck and a white belly. They have short dark yellow legs and a dark gray bill. Adults in breeding plumage are heavily barred underneath.
In summer, they are found in far-eastern Russia, Alaska, portions of the California coast and northwestern Canada. They nest in rocky areas along mountain streams. At other times, they are found on rocky islands in the southwest Pacific and on rocky Pacific coasts from California to South America and as far as Australia.
They feed on aquatic invertebrates such as crustaceans and marine worms. During breeding season, they also eat insects. While wading, they forage actively, making jerky bobbing movements.
Feeding behaviors can include repeated returns to the same location over short periods of time.  They can be seen flying low over a rocky coastline or along a jetty.
The female lays 4 olive-colored eggs in a shallow depression. Both parents incubate and help feed the young, who are soon able to forage for themselves.
The call is a rapid trill of accelerating, descending notes of decreasing volume.",https://upload.wikimedia.org/wikipedia/commons/2/2f/Wandering_Tattler.jpg,Least Concern,Animalia,Chordata,Charadriiformes,Scolopacidae,Tringa incana
204,Lesser yellowlegs,"The lesser yellowlegs (Tringa flavipes) is a medium-sized shorebird. The genus name Tringa is the New Latin name given to the green sandpiper by Aldrovandus in 1599 based on Ancient Greek trungas, a thrush-sized, white-rumped, tail-bobbing wading bird mentioned by Aristotle. The specific flavipes is from Latin flavus, ""yellow"", and pes, ""foot"".This species is similar in appearance to the larger greater yellowlegs, although it is more closely related to the much larger willet; the fine, clear and dense pattern of the neck shown in breeding plumage indicates these species' actual relationships.
A medium-large shorebird, the lesser yellowlegs measures 27 cm (11 in). The legs are yellow. Compared to the greater yellowlegs, the bill is shorter (visually about the same length as the head), slim, straight, and uniformly dark. The breast is streaked and the flanks are finely marked with short bars.Their breeding habitat is clearings near ponds in the boreal forest region from Alaska to Quebec. They nest on the ground, usually in open dry locations.
They migrate to the Gulf coast of the United States and south to South America.
This species is a regular vagrant to western Europe; in Great Britain about five birds arrive each year, mostly between August and October, with the occasional individual overwintering.
These birds forage in shallow water, sometimes using their bill to stir up the water. They mainly eat insects, small fish and crustaceans.
The call of this bird is softer than that of the greater yellowlegs.",https://upload.wikimedia.org/wikipedia/commons/a/a3/Lesser_Yellowlegs.jpg,Least Concern,Animalia,Chordata,Charadriiformes,Scolopacidae,Tringa flavipes
205,Willet,"The willet (Tringa semipalmata), formerly in the monotypic genus Catoptrophorus as Catoptrophorus semipalmatus, is a large shorebird in the Scolopacidae family. It is a relatively large and robust sandpiper, and is the largest of the species called ""shanks"" in the genus Tringa. Its closest relative is the lesser yellowlegs, a much smaller bird with a very different appearance apart from the fine, clear, and dense pattern of the neck, which both species show in breeding plumage. It breeds in North America and the West Indies and winters in southern North America, Central America, the West Indies and South America.",https://upload.wikimedia.org/wikipedia/commons/2/2c/Catoptrophorus_semipalmatus_edit.jpg,Least Concern,Animalia,Chordata,Charadriiformes,Scolopacidae,Tringa semipalmata
206,Spotted redshank,"The spotted redshank (Tringa erythropus) is a wader (shorebird) in the large bird family Scolopacidae. The genus name Tringa is the New Latin name given to the green sandpiper by Aldrovandus in 1599 based on Ancient Greek trungas, a thrush-sized, white-rumped, tail-bobbing wading bird mentioned by Aristotle. The specific erythropus is from Ancient Greek eruthros, ""red"", and pous, ""foot"".It breeds across northern Scandinavia and northern Asia and migrates south to the Mediterranean, the southern British Isles, France, tropical Africa, and tropical Asia for the winter. It is an occasional vagrant to Australia and North America.

",https://upload.wikimedia.org/wikipedia/commons/c/c0/Tringa_erythropus_-_Laem_Pak_Bia.jpg,Least Concern,Animalia,Chordata,Charadriiformes,Scolopacidae,Tringa erythropus
